 138    86    69   122   159   217    70    47    34    52    86 
 78    70    26   108   115   173    37    12    26    43   123 
 22    96    92   130   182   251    96    73    64    71    56 
 53    67    40   105   129   187    51    27    33    36   120 
 51    81    36   118   125   183    47    22    36    51   124 
 7    45    56    81   146   187    68    43    56    17   118 
 6   135   106   166   196   275   107    84    71   102    92 
 1    76    60   113   150   208    61    38    25    43    90 
 504   199   285   170   374   295   298   276   276   226   329 
 90   232   273   203   363   322   270   247   234   230   157 
 372   182   176   215   267   336   183   160   148   157    33 
 6   153   159   136   168    18   172   175   189   180   291 
 12   200   250   185   295   174   264   250   264   233   344 
 51   132   175   136   266   256   169   146   133   120   114 
 34   224   265   198   357   316   263   240   236   219   147 
 132   241   331   212   420   332   343   321   321   268   374 
 57   126   214    97   301   222   225   203   204   153   257 
 18    65   154    38   244   153   168   145   151    97   208 
 28   130   216   101   305   226   229   207   207   157   230 
 24   148   161   182   248   323   159   136   123   134    18 
 42   116   191    96   276   158   202   179   194   148   259 
 24   191   266   171   342   224   278   255   267   224   345 
 9   274   316   245   408   364   328   313   289   275   204 
 28   108   143    88   204    85   158   149   158   141   240 
 378    39    69    69   155   151    84    69    83    48   159 
 35   159   208   138   269   151   229   215   224   192   289 
 80   142   175   174   268   299   178   155   147   130    89 
 14   161   191   170   281   290   187   164   151   149    81 
 12   222   268   193   360   312   268   245   242   224   157 
 8   326   372   297   464   416   372   349   341   328   256 
 27872.7 19668.4
 29307.8 13080.2
 29046.9 22105.3
 39160.2 9393.94
 45122.9 18610.4
 28733.6 11758
 27113.1 13352.6
 25575 13540
 26039.5 17313.3
 14561.9 18114.1
 14157 14358
 44.0142 15182.7
 4144.29 16133.3
 13468.8 13888
 0 14900.8
 4869.67 19632.6
 28673.9 13326.6
 30858.6 14533.2
 31174.3 14288.1
 33964.2 13898.7
 61031.8 400.878
 63529.2 31.0439
 58796.4 28124.6
 60080.1 27420.1
 63143 443.562
 28572.1 10907
 39658.8 9149.04
 28206.8 12785.3
 38624.3 9143.57
 63610 11384.2
 55391.8 12045.2
 63529.2 31.0439
 30606.6 12275.3
 28212.1 13350.6
 62567.7 102.532
 62661.8 157.913
 29425.8 12706
 28240.6 17907.1
 58462.4 26972.9
 38498 16010.8
 39869 15024.1
 29335.2 10722.8
 58479.9 27024.7
 28389.2 15240.1
 25567.3 4758.95
 63268.7 365.849
 38931.7 15466.6
 62487.6 0
 27354.1 16210.4
 31252.3 14471.9
 28374.3 12230.9
 18526.2 11821.5
 21267.6 14913
 26165.3 13455.8
 26160.9 14663.2
 26874.5 13392.6
 23933 14373
 27318.7 14804.1
 27947.4 15201.6
 19285.4 12593.2
 25300.8 14417.9
 26735 17834.7
 19038.7 16563.7
 25515 14743.1
 26261.5 17263.7
 18740.6 16955
 20957 16836.8
 25883.4 14991.2
 26227.2 15844.8
 27947.4 14580.4
 21676.2 15418.9
 26934.6 14260.1
 18531.2 12339.9
 26074.4 14294
 26947.2 13979.9
 21502.3 15092
 27537.4 14393.5
 12883.5 18326.8
 33443.6 12834.9
 29340.7 14137.3
 22679.6 15342.8
 27250.9 14243.7
 19948.3 15721.8
 26167.8 14711.6
 25984.7 14254.5
 26902.8 16407.9
 18361.4 12661.1
 23696.4 14971.9
 31931.5 34903.9
 9387.93 29138.5
 11182.3 19041.2
 43402.6 19433.5
 44723.7 29421.3
 22030.5 21911.5
 10139.7 28607.4
 35422.6 38293.9
 29090.2 29562
 29359.8 23477.1
 26311.1 29162.2
 12567.5 18058.4
 36821.3 26680.7
 40067.9 32046.1
 4957.6 30739.1
 38000.3 22134.2
 30311 18095.3
 40421.4 27336.4
 18721.3 21408
 15225.8 23220.8
 10363.5 28958.7
 5867.9 37261.4
