 144   158   191   178    77    81   180   125    95    27    50 
 63   147   188   174    84    71   187   127   102    27    56 
 90   487   528   507   300   441   456   431   346   332   329 
 45   205   219   208    68   114   203   143    90    43    53 
 30   455   501   451   286   391   353   424   354   298   269 
 10   486   516   499   297   406   489   418   357   336   328 
 9   350   383   351   162   273   298   300   227   196   168 
 80   147   171   174    93    76   202   108   119    50    80 
 21   324   338   351   133   259   351   176   109   191   182 
 26   470   509   490   283   399   447   416   329   320   318 
 38   340   364   381   149   261   368   185   125   207   198 
 24   525   556   565   335   451   553   366   312   392   395 
 33   351   369   377   161   272   379   197   137   219   210 
 7   291   316   310    76   212   296   190   102   142   146 
 15   146   175   170    81    85   192   117    99    35    67 
 40   170   202   165    90    93   157   144   112     4    32 
 28   167   200   163    90    89   162   145   112     5    33 
 24   166   193   164    94    88   161   143   114     9    38 
 36   325   316   349   144   248   357   167   125   206   197 
 57   165   191   178    75    86   183   122    93    26    43 
 24   542   521   553   339   454   564   370   318   403   392 
 117   155   181   174    80    76   179   128    99    23    51 
 62   325   316   349   144   248   357   167   125   206   197 
 20   147   158   173    92    76   204   108   119    50    79 
 246   515   512   495   293   402   468   419   366   337   329 
 64   349   375   385   158   270   377   200   135   217   208 
 72   469   510   466   300   405   367   438   375   312   284 
 42   171   197   169    87    92   159   147   109     1    29 
 175   565   611   571   395   503   459   533   462   408   379 
 3   145   173   168    92    62   187   119   101    40    64 
 15   159   180   176    80    74   197   116   100    39    69 
 155   394   436   391   225   331   328   362   286   238   210 
 10   415   441   429   227   336   380   350   263   265   257 
 62   203   229   201    78   124   181   163   100    31    22 
 24843.6 32417.7
 16927.6 33612
 26270.7 30969.2
 29827.5 48491.9
 24122.6 38948.2
 41651.8 35699.4
 16489 44848.5
 24128.6 48419.5
 31861.7 44054.6
 34572.6 45505.4
 16734.5 21301.1
 27829.4 32594.5
 41798.3 35677
 41810.1 35727.2
 20388.3 6947.83
 38952.8 27695.2
 38681.9 27346.2
 32128.1 34779.3
 15386.4 33514.4
 17346.7 21770.5
 40858.5 32867.8
 21707.3 13215.3
 21491 12713.7
 32302.4 34644.9
 35259.9 39946.3
 28471.2 57250.4
 27394.6 34675
 16898.4 34099.5
 39416.8 26559
 19026.2 9850.4
 38396.2 27559.1
 38460.9 27870.4
 16634.2 45923.8
 37698 27512.8
 37972.4 27449.5
 15286.6 2543.63
 11740.6 37778.2
 32128.1 34779.3
 40549.2 29859.2
 17620.4 33301.3
 23118.7 32714
 18326.9 33925.8
 6838.31 39444.1
 30692.6 53425.1
 19936.1 36447.1
 3130.94 11774.4
 0 0
 33105.6 30227.2
 22884 37156.1
 17910.7 39381.6
 22800 48109.8
 17865.6 433.581
 27246.3 40942.3
 28673.1 35311.8
 26166.2 30771
 23118.9 36895.7
 34931.6 25266
 24935.6 39982.8
 22115.3 32983.2
 31926.5 34814.2
 28673.1 35311.8
 33852 44028.8
 50249.7 59230
 52442.4 63375.1
 40683.6 58317.9
 26535.1 58147.6
 26409.9 56667
 44938.3 64611.6
 46335.9 52558.4
 29403.3 43611.6
 28554.5 45380.4
 32989.7 44789.8
 52591.2 63496.6
 39355.6 54256.2
 30858.7 44039.1
 32060.5 43737
 30033.2 44093.5
 29155.8 43637.4
 46311.3 68684.5
 30210.4 46598.6
 51968.9 63296.7
 44704.7 68945
 42998.8 56834.5
 26776.3 43477.9
 26184.6 56930.9
 45043.4 67830.7
 25768.4 57893.8
 29618.7 72646.5
 26530.8 58948.9
 31003.9 53369.4
 28212.3 43667.5
 31921.2 43797
 31540.8 43693.6
 31566.9 43380.8
 24372.8 57065
 30083.6 44666.1
 29611.3 73303.8
 29797.7 43908.4
 24372.8 57065
 26757.1 43469.3
 44689.9 68355.6
 26887.7 58844
 52603.6 63558.4
 31813.2 43998.7
 67792.3 63186.7
 28519.8 43043.9
 27996.6 43626.1
 48097.7 59890.9
 41314.2 63285.8
 32441 46034.3
